n,Run,Target,Input List,Brute Force Sum,Greedy Sum,Quality Gap,Quality Ratio,Percent Gap,Greedy Optimal,Greedy Valid,Brute Force Time,Greedy Time
17,21,433,"[74, 39, 85, 14, 99, 4, 30, 98, 56, 73, 96, 43, 56, 45, 3, 9, 43]",433,432,1,0.9976905311778291,0.23094688221709006,False,True,0.002191341000070679,2.507998942746781e-06
17,22,457,"[40, 78, 66, 52, 64, 68, 85, 66, 26, 43, 52, 58, 96, 19, 2, 89, 10]",457,456,1,0.9978118161925602,0.2188183807439825,False,True,0.0029269469996506814,3.5249995562480763e-06
17,23,329,"[65, 12, 28, 28, 49, 62, 35, 22, 59, 38, 14, 34, 42, 17, 55, 97, 1]",329,326,3,0.9908814589665653,0.911854103343465,False,True,0.0019586069993238198,2.7839996619150043e-06
17,24,568,"[80, 94, 88, 96, 71, 72, 80, 21, 81, 92, 98, 56, 19, 53, 29, 35, 72]",568,568,0,1.0,0.0,True,True,0.004804847001651069,4.555000487016514e-06
17,25,429,"[76, 53, 77, 17, 31, 45, 93, 83, 8, 9, 94, 17, 58, 75, 92, 29, 1]",429,429,0,1.0,0.0,True,True,0.0020467120011744555,3.107001248281449e-06
17,26,389,"[11, 83, 73, 95, 27, 69, 14, 49, 5, 58, 47, 69, 22, 49, 83, 13, 12]",389,388,1,0.9974293059125964,0.2570694087403599,False,True,0.0010570659997028997,5.690000762115233e-06
17,27,527,"[92, 81, 86, 6, 90, 75, 78, 89, 50, 93, 15, 43, 10, 83, 74, 33, 56]",527,525,2,0.9962049335863378,0.3795066413662239,False,True,0.005562178999753087,1.0200999895459972e-05
17,28,424,"[100, 71, 3, 67, 52, 25, 40, 19, 97, 41, 23, 41, 90, 22, 52, 93, 13]",424,424,0,1.0,0.0,True,True,0.0018901399998867419,4.272000296623446e-06
17,29,421,"[27, 35, 50, 99, 99, 45, 40, 75, 85, 58, 44, 37, 17, 4, 53, 59, 16]",421,421,0,1.0,0.0,True,True,0.0024183760015148437,3.6820001696469262e-06
17,30,403,"[16, 6, 67, 90, 26, 2, 12, 32, 84, 38, 48, 74, 13, 84, 72, 67, 75]",403,402,1,0.9975186104218362,0.24813895781637718,False,True,0.002140954999049427,2.9889997676946223e-06
18,1,402,"[4, 58, 67, 58, 25, 35, 66, 19, 91, 39, 84, 22, 40, 53, 3, 42, 62, 36]",402,402,0,1.0,0.0,True,True,0.0037792490002175327,4.303999958210625e-06
18,2,418,"[5, 86, 88, 75, 8, 17, 85, 35, 20, 7, 47, 87, 44, 59, 50, 34, 37, 52]",418,418,0,1.0,0.0,True,True,0.004034378000142169,6.278000000747852e-06
18,3,465,"[47, 28, 90, 52, 99, 70, 45, 91, 94, 21, 97, 75, 1, 7, 38, 8, 60, 7]",465,465,0,1.0,0.0,True,True,0.0031859690006967867,7.820999599061906e-06
18,4,436,"[53, 90, 21, 7, 14, 82, 4, 66, 18, 62, 94, 73, 23, 48, 80, 68, 65, 5]",436,433,3,0.9931192660550459,0.6880733944954129,False,True,0.0026958910002576886,3.2099997042678297e-06
18,5,449,"[61, 46, 85, 79, 74, 76, 33, 18, 87, 49, 79, 30, 58, 6, 83, 24, 2, 8]",449,448,1,0.9977728285077951,0.22271714922048996,False,True,0.002917904001151328,3.074999767704867e-06
18,6,380,"[23, 12, 70, 44, 16, 90, 31, 19, 24, 99, 29, 64, 66, 31, 6, 83, 48, 5]",380,379,1,0.9973684210526316,0.2631578947368421,False,True,0.002029647999734152,4.9529990064911544e-06
18,7,552,"[85, 100, 97, 94, 24, 100, 52, 100, 73, 19, 47, 20, 72, 30, 67, 57, 46, 21]",552,548,4,0.9927536231884058,0.7246376811594203,False,True,0.0029426159999275114,8.558999979868531e-06
18,8,425,"[85, 24, 74, 54, 58, 75, 17, 93, 31, 34, 30, 76, 3, 40, 8, 44, 96, 9]",425,425,0,1.0,0.0,True,True,0.001110356000936008,3.7520003388635814e-06
18,9,399,"[100, 29, 30, 26, 29, 30, 48, 72, 28, 77, 36, 25, 73, 58, 5, 82, 21, 29]",399,395,4,0.9899749373433584,1.0025062656641603,False,True,0.0028575750002346467,7.95900086814072e-06
18,10,487,"[25, 14, 81, 6, 77, 62, 42, 73, 69, 48, 99, 86, 58, 19, 24, 81, 93, 18]",487,482,5,0.9897330595482546,1.0266940451745379,False,True,0.005195637000724673,5.718999091186561e-06
18,11,505,"[86, 44, 57, 24, 8, 46, 88, 64, 90, 36, 19, 49, 48, 54, 84, 45, 86, 82]",505,498,7,0.9861386138613861,1.3861386138613863,False,True,0.0067254710011184216,3.5709999792743474e-06
18,12,447,"[3, 96, 95, 56, 53, 43, 72, 34, 3, 53, 37, 38, 44, 82, 58, 62, 26, 40]",447,447,0,1.0,0.0,True,True,0.003992570000264095,3.3139986044261605e-06
18,13,498,"[56, 52, 64, 3, 9, 74, 60, 89, 37, 88, 63, 31, 27, 88, 75, 40, 60, 81]",498,498,0,1.0,0.0,True,True,0.007023414000286721,1.215799966303166e-05
18,14,611,"[57, 98, 62, 72, 66, 88, 95, 54, 14, 16, 92, 37, 94, 68, 71, 47, 100, 91]",611,607,4,0.9934533551554828,0.6546644844517185,False,True,0.01029344000016863,1.2189999324618839e-05
18,15,417,"[34, 95, 14, 13, 15, 27, 75, 38, 89, 83, 28, 39, 87, 11, 15, 65, 21, 86]",417,417,0,1.0,0.0,True,True,0.002722050001466414,3.6849996831733733e-06
18,16,524,"[78, 51, 87, 9, 52, 26, 86, 86, 41, 40, 76, 22, 93, 69, 60, 78, 14, 80]",524,524,0,1.0,0.0,True,True,0.006973438001296017,4.937999619869515e-06
18,17,430,"[79, 26, 69, 54, 9, 12, 45, 28, 33, 44, 5, 33, 35, 69, 85, 96, 59, 79]",430,429,1,0.9976744186046511,0.23255813953488372,False,True,0.006969252999624587,1.1078000170527957e-05
18,18,374,"[5, 2, 41, 27, 97, 2, 7, 43, 47, 23, 37, 8, 52, 64, 77, 88, 97, 32]",374,374,0,1.0,0.0,True,True,0.0034074089999194257,5.152000085217878e-06
18,19,483,"[26, 96, 74, 90, 51, 12, 86, 88, 13, 82, 64, 13, 41, 35, 84, 24, 51, 36]",483,480,3,0.9937888198757764,0.6211180124223602,False,True,0.00386274999982561,4.134999471716583e-06
18,20,501,"[72, 99, 4, 62, 78, 26, 13, 75, 71, 70, 50, 41, 66, 37, 93, 69, 71, 5]",501,501,0,1.0,0.0,True,True,0.007084012000632356,1.1955999070778489e-05
18,21,434,"[19, 49, 14, 22, 83, 57, 44, 86, 10, 93, 2, 67, 42, 38, 54, 7, 84, 97]",434,434,0,1.0,0.0,True,True,0.004430312999829766,4.8029996833065525e-06
18,22,503,"[71, 89, 90, 64, 38, 5, 96, 16, 23, 16, 88, 66, 94, 12, 19, 91, 94, 35]",503,503,0,1.0,0.0,True,True,0.002582195000286447,3.4820004657376558e-06
18,23,377,"[77, 78, 21, 89, 26, 37, 55, 4, 10, 82, 52, 27, 9, 65, 21, 27, 33, 41]",377,377,0,1.0,0.0,True,True,0.002850922999641625,1.7254000340471976e-05
18,24,500,"[26, 97, 47, 55, 78, 40, 34, 43, 18, 79, 63, 92, 60, 49, 52, 10, 60, 97]",500,498,2,0.996,0.4,False,True,0.0070744940003351076,1.0800000382005237e-05
18,25,338,"[5, 45, 31, 12, 86, 51, 9, 12, 52, 22, 71, 63, 20, 5, 10, 10, 76, 96]",338,338,0,1.0,0.0,True,True,0.002061510998828453,3.870000000461005e-06
18,26,491,"[25, 92, 8, 42, 84, 27, 16, 88, 18, 84, 96, 94, 56, 82, 18, 96, 6, 50]",491,491,0,1.0,0.0,True,True,0.0030073939997237176,9.10099879547488e-06
18,27,483,"[39, 29, 53, 72, 37, 86, 21, 66, 100, 84, 63, 51, 24, 69, 1, 48, 44, 79]",483,475,8,0.9834368530020704,1.6563146997929608,False,True,0.0075639909991878085,1.0957000995404087e-05
18,28,367,"[81, 1, 5, 19, 43, 20, 31, 13, 14, 95, 68, 7, 90, 53, 51, 54, 88, 1]",367,367,0,1.0,0.0,True,True,0.0012557549998746254,7.489001291105524e-06
18,29,536,"[54, 99, 26, 77, 15, 91, 89, 98, 60, 26, 97, 68, 97, 2, 84, 11, 48, 31]",536,536,0,1.0,0.0,True,True,0.003190796998751466,1.0056000974145718e-05
18,30,425,"[17, 36, 23, 8, 83, 37, 94, 80, 27, 1, 83, 4, 43, 58, 100, 71, 44, 42]",425,423,2,0.9952941176470588,0.4705882352941176,False,True,0.004409200000736746,5.613001121673733e-06
